id,ground_truth,F5-TTS-o,wer
5,ai là chúa nói dối,Du luận đã phán ánh lên cơ quan địa chính của thị trấn nhưng mãi trả thấy hồi âm.,380.0
50,chúng ta hãy tung một đồng tiền để quyết định,Cũng đồng nghĩa với việc chúng ta có thể sẽ chút lấy khổ đau.,130.0
500,toàn bộ quy trình điện toán hóa thư viện do công ty Lạc Việt giúp nghiên cứu thiết kế,Người đàn ông này kém cởi.,100.0
501,điều quan trọng là anh đã cố gắng,Sẽ ngô sắt,100.0
502,bên cạnh đó cũng phải an toàn hơn,Tôi bị cắt chiều chứng viêm phổi.,100.0
503,lẽ ra anh phải ở trường chứ,Phần nào khiến dải thượng ngành muối khá xông tụ.,142.86
504,nhà nước không để những người nghèo đã được vào học mà lại không thể tiếp tục đi học,Tôi vẫn không giấu được những nổi bực dọc.,89.47
505,tôi muốn thay đổi chuyến bay của mình,"Vỹ bảo những người có tuổi, tác ban đầu thường dành vặt về quá khứ nghĩ về những ngày giữ địa vị ngoài xã hội.",312.5
506,cho tôi một cuộn phim phơi sáng ba mươi sáu,Đầu gối tôi bị va.,100.0
507,bạn có thể ở lại đây lâu như bạn muốn,"Theo đại diện của Hãng tất cả, các loại hình mai táng, truyền thống từ, từ trước tới nay chỉ, để lại trong lòng người thanh những nỗi buồn thương nặng, u ám.",320.0
508,gài số,Hoàng Mai là tuyến đường chính và có nhiều phương tiện lưu thông.,650.0
509,anh gợi ý một nhà hàng pháp ngon được không,Có cửa hàng tiện lợi ở sân bay không?,100.0
51,tôi nghe đĩa CD này được không,Gần đây lại có vụ công tỳ xe khách thuận tháo ở Bình Định bị các đối thủ hùa nhau ngăn can cắn cho hoạt động.,371.43
510,nên khâu tổ chức tuyển sinh của các trường,Tốt hơn là tôi nên đi bây giờ.,100.0
511,nước có ấm không,nhưng...,100.0
512,tốp này bị bắt tốp khác lại tới,"Khi hai người đến tên Hôn bất ngờ từ trong nhà gần đó, chạy ra tay tay cầm chức giữa lao thắng vào trém anh Lê văn sấu.",350.0
513,anh ta có cá tính không thân thiện,Còn bao nhiêu giờ thì chúng ta sẽ đến New York.,137.5
514,hãy đưa vợ anh đi cùng,Có ảnh chấp lóa hắt lên vách clip cây gậy RSI.,183.33
515,các dự án mở rộng cũng đã phải đình lại những tác động xấu đến quá nhanh trên diện rộng và nặng nề hơn so với những gì chúng tôi dự báo,Chúng tôi đi chung.,96.88
516,xin lỗi cho tôi một cái đĩa để chia ra được không,"92, 93",100.0
517,tôi cho rằng không có vấn đề gì,Cái đặt lại phần mềm tốn cả ngày.,100.0
518,vui lòng sắp xếp một chuyến bay khác để tôi có thể chuyển sang a một hai ba,Chỗ ngồi này không có trong khu này.,94.44
519,đến lượt anh,Anh có thể chỉ cho tôi kết ăn món này được không?,400.0
52,nguyễn văn vũ vừa tử nạn vì hỗ trợ đuổi bắt tội phạm ngày mười ba tháng một công an xã cẩm trạch huyện cần cẩu cho biết một người lái xe khách hai bảy tuổi đã tử nạn khi giúp một phụ nữ bị bảy tên khống chế cướp tài sản,"Vâng tôi đã đến đây lần đầu tiên, cách đây năm năm.",98.08
520,anh có bao giờ đến Tokyo chưa,Có khá gần,100.0
521,áo mưa phát sáng theo nhịp mưa rơi,Cái nào gần nhất?,100.0
522,bạn có thể nói cho tôi bít về nhà hàng truyền thống không,"Kỳ tích có thể, để lại quyền lực bởi một nhà độc tài dầu mỏ, nhưng cũng có thể giúp thể chế hóa những phong chào chào trong Mỹ diễn ra tại khu vực Trung Đông.",261.54
523,trước đây có ai trong gia đình quí vị từng có vấn đề ở bụng không,"Tôi sẽ nói lại với chị sau cám ơn, chị rất nhiều tạm biệt.",100.0
524,từ vệt bồ hóng nâu trầm,Tồi có thu xếp thôi.,100.0
525,nhà thi đấu đại học công nghệ bắc kinh,Bạn đã bỏ lỡ một cơ hội hay đã bỏ lỡ thứ gì đó?,155.56
526,món canh nguội lạnh,Tôi muốn tham gia một tua thành phố.,200.0
527,ông cường nhận định lượng phôi thép sản xuất ở trong nước sẽ không tăng đáng kể ít nhất là cho đến cuối năm sau,Người dân cố thủ tại Trung Cư sắp sắp.,100.0
528,nó xảy không có gì là ngạc nhiên,Tốn thêm 2 đô là mỗi cuộn bạn có muốn in 2 lần không?,162.5
529,và lời cảnh báo đã sớm trở thành sự thật,Lá trắng nhỏ nhất để không bị phá sản là sở đúc tiền của Mỹ bằng khả năng của mình họ đã sản xuất những đồng do la Mỹ và độc quyền về giá trị của nó.,360.0
53,hai con voi này rất hung dữ và phá nát nhiều hoa màu của người dân trong khu vực,Trành bành trang trịt chỗ nào cũng có.,100.0
530,với hai cổ tay treo lủng lẳng những túi xốp,"Theo tỷ giá hiện nay, tôi sẽ nhận được bao nhiêu Euro.",120.0
531,trong cái nóng oi ả của mùa hè các loài vật cũng có cách tự làm mát cho riêng mình,Cái này có bão hành không?,95.0
532,nhưng rất tốn kém khi thay thế hoặc sửa chữa,tôi đang dùng insulin.,100.0
533,bao nhiêu tiếng bằng xe buýt đến Medan vậy bác ơi,"Chẳng phải là bệnh hiếm nghèo, nhưng chỉ vẫn là bệnh gây, khó chịu cho bệnh nhân. Bởi làm cản trở công việc của họ lúc làm việc, cũng như lúc ngủ họ vẫn phải lo nghỉ giáo sư nghĩa nói.",372.73
534,còn đây là thế giới của giày dép,Lãnh đạo ngành ô tô Mỹ nên từ chức.,112.5
535,không hấp dẫn -N,Thị trường chính thức kém xôi động nên thị trường phi tập chung cũng e ấm.,400.0
536,cái giá của một anh hùng,Xin lỗi anh có thể lẫn tiền mặc cái này không?,183.33
537,tăng nhiệt độ lên ba mươi độ,Đó là điểm.,100.0
538,điều đó là không thể hiểu được,Cần phải bỏ những suy nghĩ cụ kỷ cổ hủ diện bộ cánh nhã nhạnh vừa vành sẽ giúp. Ha đẹp hơn ở lễ hỏi cưới.,371.43
539,hoa mãn lâu ngày ấy và bây giờ,"Kiếm được tiền dễ dàng nên vượng rất hào phóng sẵn sàng chiêu đáy lũ bạn ở nhà, sang trọng hay đàn đúng ở Chốn Anh chơi.",337.5
54,anh có bị đau do mệt mỏi không,Mày ném bom chín lược của Nga gặp nạn.,112.5
540,ba tôi sẽ về hưu năm nay,Cứa trai con gọi là mang cá nhỏ,114.29
541,vợ đánh chồng vì không kiếm được tiền,Họ khẩn trương gói ghém hẳn lý rồi ra sân bay.,137.5
542,không nhà tài trợ không bán vé để phục vụ các bạn sinh viên,TV giảm âm lượng về không?,100.0
543,dệt bằng lúa mì nga,Xin lỗi trại tóc tôi giống như hình này.,180.0
544,ba tháng cô ấy khá mới,Kinh tế Mỹ tiếp tục lúng sâu thêm vào khủng hoảng.,183.33
545,vui lòng đưa tờ báo nhật,Vui lòng cho tôi xem cái đồng hồ thứ 3 ở bên trái.,200.0
546,có tour đến Tauron không,Chúng tôi đã thuê căng hộ.,120.0
547,xin lỗi anh có thể bán theo đơn này không,Cô ấy biết,100.0
548,phải chờ tới khi ối ra nhiều trở lại thì bọn rầy mới biến mất,"Bẻ thiem nhiều đêm đang ngủ cứu dịch mình mếu máu, bố ơi mẹ ơi, khiến thằng trường phải ngồi dậy dỗ em suốt đêm.",166.67
549,sáu mươi sáu sáu mươi bảy,giảm nhịt độ xuống 25 độ.,100.0
55,bạn có muốn tôi dịch cái này cho bạn không tôi nói tiếng nhật,Tôi có thể xem một bộ phim ở đâu,92.86
550,phù thủy cũng có ngân hàng à,"Hằng ngày là mặt lạnh với nhau, nhưng những dịp phải dự cưới hỏi cổ bàn cô vẫn diện, thật đẹp tháp tùng trồng cười, nói rất buổi vẻ.",414.29
551,chứng khoán châu Âu trượt giảm phiên thứ bốn liên tiếp cổ phiếu khối khai thác mất điểm,Để luôn nhớ mình là sinh viên Việt.,100.0
552,độc đáo nhất thuộc về loài nhím,Tôi muốn anh khuyên tôi về.,100.0
553,dự kiến phiên xử diễn ra trong hai ngày,Tên cuối là gì?,100.0
554,chào rất vui được gặp anh,Rất hân hạnh khi nào tôi sẽ gặp lại.,133.33
555,tái kiểm định chất lượng giáo dục theo chỉ đạo của bộ giáo dục và đào tạo,"Tên tôi là Senko, ở Mada, chuyến bay giáo 002 đến Tokyo.",94.12
556,hóa ra vị khách Bỉ đang công tác tại bảo tàng lịch sử và nghệ thuật hoàng gia Bỉ,Tổng số tiền là 243 bon thưa mẹ.,100.0
557,cám ơn anh cho số thẻ tín dụng để giữ phòng được không,Chuyện máy cho ai?,92.31
558,mồ hôi trên cơ thể người cũng khó khô đi,Mở lên,100.0
559,thặng dư ngày càng nhỏ đi,Tôi muốn mua cái này cỡ chung bình.,133.33
56,vâng giá sẽ là ba trăm yên,Cô ấy cần 1 bóng đèn 40 ox cho đèn để bàn,171.43
560,thấy còn hai người đang chới với sắp chìm giữa ngã ba sông chỉ kịp đẩy em phượng lên bờ là anh thắng lại đạp nước bơi ngược ra,Từng xỏi thương ly tý kết lại.,100.0
561,chúng bò lổm ngổm trên người anh,Giám đốc và có lẽ là chủ nhân của một trường đàm thoại Anh ử.,214.29
562,hãy sẵn sàng ở tiền sảnh khách sạn lúc tám giờ mười lăm sáng mai,Kênh Một TV,100.0
563,sự thực đứa bé mồ côi được thánh nhập chữa bách bệnh bằng xoa và vuốt,Có phải nó thực sự khó hiểu vậy không?,100.0
564,vui lòng mang lại dĩa thức ăn,Tôi sẽ trở về vào một ngày trong tuần.,128.57
565,Suzuki đây,Có đủ thời gian để chuyển xe không?,400.0
566,điều tra một thẩm phán làm sai lệch hồ sơ,"Oh, tôi đã lỡ chạm dừng xe bit của mình, tôi phải làm gì?",140.0
567,có nhiều tiết mục mới và hấp dẫn,Tiết quá tôi phải làm gì bây giờ?,100.0
568,tôi là hành khách quá cảnh,Một mẫu lui về phía sau đầu còn mẫu kia hướng về phía trước mỏm.,250.0
569,để đãi lấy thiếc bán cho các đầu nậu ảnh,Cuộc tình đó tồn tại. Cho tới ngày cô Tan khối tài sản mà ông giao phó rồi biến mất tâm.,210.0
57,và như thế những điều tốt đẹp,Rau vỡ hai con...,100.0
570,chỗ phát ban trông như thế nào,Tôi muốn mua 1 phong bì,100.0
571,hành khách nói đùa bom có thể bị xử lý hình sự,Đưa tôi về khách sản.,100.0
572,vâng thịt bò rất ngon gửi lời khen ngợi của tôi đến đầu bếp nhé,Mồ hôi là một trong những phương tiện để cơ thể thải cặng bá ra ngoài.,106.67
573,đến địa phận xã Mỹ Thuận mỹ lộc nam định có một người trẻ tuổi lái xe máy cùng chiều vượt trước bảo dừng lại để nhờ dẫn đường,Giữ luật này được trong đợi sẽ thu hút được sự ủng hộ từ các đảng.,100.0
574,có một ngày lễ cho các bé gái vào ngày ba tháng ba,"Rũ nhau kết lại với ông để hình thằng ban từ thiện dân lập gồm đủ ngàn, nghe thợ mộc thở hô.",169.23
575,lá chắn nhỏ nhất để không bị phá sản là sở đúc tiền của mỹ bằng khả năng của mình họ đã sản xuất những đồng đô la mỹ và độc quyền về giá trị của nó,vài ngày nữa sẽ có hàng.,100.0
576,-N và bất thình lình lao vào -N hạ gục đối thủ,có được dùng điện thoại của anh không?,100.0
577,vui lòng đợi tại phòng chờ quá cảnh ở phi trường,Cái đầu tôi làm tôi rất đau,100.0
578,tôi có thể mua sách ở đâu ở anh,Cách tốt nhất để chăm sóc làn da là tránh cho da tiếp xúc với ánh nắng mặt trời.,211.11
579,nãy giờ sao toàn nghe chê không,Tôi thích các bộ phim hành động và lý kỳ.,142.86
58,tăng nhiệt độ lên hai mươi mốt độ,"Lái suất cho vai cũng đã giảm mạnh theo lại huy động vốn lại nhiều vấn, chẳng có người nào gửi cả.",275.0
580,triển lãm trưng bày bẩy mốt tác phẩm của họa sĩ Trương Hán Minh,Xin vui lòng hãy sẵn sàng vào lúc 9h30.,100.0
581,theo tôi ở đây bạn cần có ô tô để đi đây đó tôi không còn cách nào khác là thuê một chiếc ô tô,Vui lòng cho thứ nào đó không gà.,92.0
582,tên tôi là Noriko Tanaka,Nhung tìm về nhà một người bạn ở náng hòa cầu giấy rồi bị ngất tại đó.,340.0
583,nhân viên giải thích lý do là máy fax hỏng không thể gửi lệnh chị đặt ra hà nội được,Nhóm sinh viên tại trường cùng hộp mặc ăn thết chung.,100.0
584,những ngày hè sôi động và các môn thể thao ngoài trời thật hấp dẫn,,100.0
585,tàu từ Saitama vào ở sân ga nào,"Thế nhưng đối với vượng thì khác, chỉ vài tiếng huyết xáo hắn đã thu phục được cả hai chú chó rồi vào nhà khuơ.",312.5
586,tôi bị mất máy ảnh,Bệnh bệh nước tồn động đủ cắt Bệnh đen ngồi dưới đây nắp đầy đã bông chóc,340.0
587,tôi nóng lòng được ăn đồ ăn nhật bản,"Tuy vậy, Subhud cũng cho rằng cần phải tin đến cả yếu tố cá nhân.",166.67
588,các cầu thủ mu ăn mừng bàn thắng,Chúng ta thật may mắn cửa hàng Alamona vẫn còn cửa số 4.,162.5
589,cô ấy bảo ngưng check in sau mười một giờ đêm,Tôi muốn mua những trái cam này bạn vui lòng gửi chúng tới Nhật nhé.,136.36
59,-N ở Sheraton,"Chẻ em ở các trường học được, cung cấp nước sạch để uống.",400.0
590,anh có bị chuyển động gì trong đầu không,Đừng thay đổi kiểu chỉ cắt một chút.,100.0
591,tốn hai mươi phút,Tôi không nghĩ như vậy.,125.0
592,người đàn ông này kém cỏi,Cái này có bao gồm giá bữa Anh Sáng không?,166.67
593,sẻ ngô xanh,Xin lỗi có thể cho tôi một thẻ điện thoại không?,366.67
594,phần nào khiến giải thưởng ngành múa khá xôm tụ,Tôi có vinh dự được khiêu vũ cùng cô không?,100.0
595,tôi vẫn không giấu được những nỗi bực dọc,Phế quán bị chít hẹp khiến trẻ thở khò khe thậm chít lên.,144.44
596,vĩ bảo những người có tuổi tác ban đầu thường dằn vặt về quá khứ nghĩ về những ngày giữ địa vị ngoài xã hội,Hiện nay mỗi khi chào hàng các lo răng hạt dưa như tử hưng duy ký thiên hương.,100.0
597,đầu gối tôi bị va,Xin lỗi tôi bị lạc đường Anh có thể chỉ cho tôi đường đến khu phố người Hoa không?,340.0
598,theo đại diện của hãng tất cả các loại hình mai táng truyền thống từ trước tới nay chỉ để lại trong lòng người thân những nỗi buồn thương nặng nề u ám,Ai đó bị thương?,100.0
599,hoàng mai là tuyến đường chính và có nhiều phương tiện lưu thông,"Những dự án này đã bị hoảnh vô thời hạn, không những vậy hãng xe nhật, cũng dừng phát triển động cơ hiện chỉ có hệ thống động cầu, trước cạnh tranh với xe mũi dài.",269.23
6,có cửa hàng tiện lợi ở sân bay không,Xin vui lòng cứu mang dày,100.0
60,tốt hơn là tôi nên đi bây giờ,Làm ơn nối máy tôi với cảnh sát.,100.0
600,bật,"Xin lỗi, anh có thể vẽ bản đồ sơ lược cho tôi không?",1300.0
601,khi hai người đến tên hôn bất ngờ từ trong nhà gần đó chạy ra tay cầm chiếc rựa lao thẳng vào chém anh lê văn sửu,Tôi muốn thuê một đôi dài trượt.,100.0
602,có ánh chớp lóe hắt lên vách liếp -N cây gậy rễ si,Cách dễ nhất là tim người khác để yêu,100.0
603,chúng tôi đi chung,Không đáng để cập đến.,125.0
604,chín mươi hai chín mươi ba,"Kỳ tích có thể để lại quyền lợi bởi một nhà độc tài dầu mỏ, nhưng cũng có thể giúp thể chế hóa những phong chào trong Mỹ diễn ra tại khu vực Trung Đông.",583.33
605,cài đặt lại phần mềm tốn cả ngày,Những bộ náo chỉ giảm hoạt động về đêm sẽ suy nghĩ hiệu quả chiến vọng và dẫn đầu cả đội.,250.0
606,chỗ ngồi này không có trong khu này,Tắt điều hòa phòng ăn.,100.0
607,anh có thể chỉ cho tôi cách ăn món này được không,Anh có thể giảm giá không?,83.33
608,có khá gần,Vì không biết nhìn xa trong rộng và vì niềm tin sắc đã rằng rồi mọi việc sẽ êm xui.,666.67
609,cái nào gần nhất,"Xin lỗi, tôi phải đi vệ sinh.",175.0
61,kỳ tích có thể để lại quyền lực bởi một nhà độc tài dầu mỏ nhưng cũng có thể giúp thể chế hóa những phong trào chống mỹ diễn ra tại khu vực trung đông,"Đầu tư cho dự án xây dựng, nhà máy sản xuất điện thoại di động tại Đà Nắng.",94.29
610,tôi sẽ nói lại với chị sau cám ơn chị rất nhiều tạm biệt,"Những khi mùa khô kéo dài mỗi nhà, vẫn phải dùng nước nhiễm phèn sau khi được lắng lọc bằng những biện pháp khác nhau khi dùng quần áo cũ. Lúc là phèn vẫn được dùng khử đục cách xỏi miễn là cả có nước để dùng.",328.57
611,bạn đã bỏ lỡ một cơ hội hay đã bỏ lỡ thứ gì đó,Tôi có thể ở lại 3 đêm không?,100.0
612,tôi muốn tham gia một tua thành phố,cô có thể lệ lâu chiếc bàn này được không?,125.0
613,người dân cố thủ tại chung cư sắp sập,Hãy tận dụng những gì có sẵn từ thiên nhiên để làm đẹp làn da.,166.67
614,tốn thêm hai đô la mỗi cuộn bạn có muốn in hai lần không,Không cô ta ít khi ghé thư viện.,100.0
615,lá chắn nhỏ nhất để không bị phá sản là sở đúc tiền của mỹ bằng khả năng của mình họ đã sản xuất những đồng dollar mỹ và độc quyền về giá trị của nó,Hiện tượng này sẽ bắt đầu tại Nam Á rồi dân được thấy tại hầu hết các nước trong đó có Việt Nam.,100.0
616,theo tỉ giá hiện nay tôi sẽ nhận được bao nhiêu Euro,"35 muống phim, màu âm bạn 30 tấm mạ.",100.0
617,cái này có bảo hành không,Anh có thể giải thích tình huống này không?,150.0
618,tôi đang dùng Insulin,Trưởng phòng Hành chính tổ chức nhà trường,200.0
619,chẳng phải là bệnh hiểm nghèo nhưng trĩ vẫn là bệnh gây khó chịu cho bệnh nhân bởi làm cản trở công việc của họ lúc làm việc cũng như lúc ngủ họ vẫn phải lo nghĩ giáo sư nghĩa nói,Một quả lưu đạn được tung ra đúng lúc.,100.0
62,lãnh đạo ngành ô tô mỹ nên từ chức,Vui lòng chuẩn bị cái này ở Hải Quang Đằng kia chúc ở lại vui vẻ.,177.78
620,xin lỗi anh có thể lĩnh tiền mặt cái này không,Nhờ có chúa,90.91
621,đó là điềm,Trong Anh Nhật Nhạt quá,166.67
622,cần phải bỏ những suy nghĩ cũ kỹ cổ hủ diện bộ cánh nhã nhặn vừa vặn sẽ giúp hà đẹp hơn ở lễ hỏi cưới,Này hơn người ta chớ,96.15
623,kiếm được tiền dễ dàng nên vượng rất hào phóng sẵn sàng chiêu đãi lũ bạn ở nhà sang trọng hay đàn đúm ở chốn ăn chơi,Có xe bít máy lạnh không?,100.0
624,cửa trài còn gọi là mang cá nhỏ,Cô lấy cho tôi cái khăn nào,100.0
625,họ khẩn trương gói ghém hành lý rồi ra sân bay,Ông toàn chơi phóng tay trên.,100.0
626,ti vi giảm âm lượng về không,Khoai báo điện tử nhanh chống hơn.,100.0
627,xin lỗi chải tóc tôi giống như hình này,"Hai anh chị này, cặp với nhau cuối tuần nào cũng mở tiệc họ gọi bạn bè về ăn uống nhảy nhót ôn áo quá mức.",288.89
628,kinh tế mỹ tiếp tục lún sâu thêm vào khủng hoảng,Ấn cô ấy sắp bơm nó vào tỉnh mặt,90.91
629,vui lòng cho tôi xem cái đồng hồ thứ ba ở bên trái,Có lẽ quý vị cần thái ra.,100.0
63,cô ấy biết,một giải các tủ lãnh xếp dọc theo canh phòng.,333.33
630,bé thiêm nhiều đêm đang ngủ cứ giật mình mếu máo bố ơi mẹ ơi khiến thằng trường phải ngồi dậy dỗ em suốt đêm,Xin lỗi nhưng hình như nó quá nhỏ.,100.0
631,giảm nhiệt độ xuống hai mươi lăm độ,Tôi sẽ xác nhận những gì đã nói với anh.,125.0
632,hằng ngày làm mặt lạnh với nhau nhưng những dịp phải dự cưới hỏi cỗ bàn cô vẫn diện thật đẹp tháp tùng chồng cười nói rất vui vẻ,Anh đổi ngoại tệ được không?,100.0
633,để luôn nhớ mình là sinh viên Việt,Xe chủ rễ lan xuống vực sau tiệc cưới.,112.5
634,tôi muốn anh khuyên tôi về,vì cái quan từ khi mở cửa hàng trên phố Thái Hà.,200.0
635,tên cuối là gì,Lối đánh tấn công quen thuộc của chị biến mất thay vào đó là những đường bóng yếu ớt.,450.0
636,rất hân hạnh khi nào tôi sẽ gặp lại,Chúng tôi có thể giải thích vấn đề như sau.,111.11
637,tên tôi là Senko Yamada chuyến bay JAL không không hai đến Tokyo,Bạn đi đâu mà vội thế?,100.0
638,tổng số tiền là hai trăm bốn mươi ba pound thưa mẹ,Vẫn chưa rõ ông có đưa ra tuyên bố ủng hộ ứng viên nào trong thời gian tới hay không?,166.67
639,tôi muốn mua cái này cỡ trung bình,nhiều hơn những trẻ khác.,100.0
64,từng sợi thương li ti kết lại,TV giảm âm lượng V1,100.0
640,giám đốc và có lẽ là chủ nhân của một trường đàm thoại anh ngữ,Như đã đồng ý hàng sẽ được giao cho anh vào sáng thứ 2.,100.0
641,kênh một ti vi,Chị bây giờ đã nhẹ người.,150.0
642,có phải nó thực sự khó hiểu vậy không,"Lúc gặp Ngọc nổ, xuống làm thắng chết tại chỗ.",111.11
643,tôi sẽ trở về vào một ngày trong tuần,Ôi khác nhiều chứ.,100.0
644,có đủ thời gian để chuyển xe không,Đây có phải xe lửa đi Chiang Mai không?,100.0
645,ồ tôi đã lỡ trạm dừng xe bít của mình tôi phải làm gì,"Rồi anh đi một chuyến đến khu vực viễn Sân Ho và thăm viện bão tàng Úc, anh có thể tìm hiểu nhiều về, nước Úc Anh cũng có thể có một món quà đẹp tại cảng gia linh nếu anh muốn mua vài đồ lưu lưu niệm có rất nhiều đồ và phụ kiện o thể muốn mua.",421.43
646,tiếc quá tôi phải làm gì bây giờ,Tôi không dùng má túi.,100.0
647,một mẩu lui về phía sau đầu còn mẩu kia hướng về phía trước mõm,Khoai Tây đánh nhự và cái chua đức,100.0
648,tôi muốn mua một phong bì,Mồ hôi trên cơ thể người cũng khó khô đi.,166.67
649,đưa tôi về khách sạn,Bé yêu và cung sinh.,100.0
65,mồ hôi là một trong những phương tiện để cơ thể thải cặn bã ra ngoài,Không phải mặc hàng đó.,100.0
650,dự luật này được trông đợi sẽ thu hút được sự ủng hộ từ các đảng,có siêu thị ở góc đường này.,100.0
651,rủ nhau kết lại với ông để hình thành ban từ thiện dân lập gồm đủ ngành nghề thợ mộc thợ hồ,Tạp tây!,100.0
652,vài ngày nữa sẽ có hàng,Món ăn của địa phương nào đặc biệt,133.33
653,có được dùng điện thoại của anh không,Công an thà nội đã cạo sữa hồ sơ.,112.5
654,cái đầu tôi làm tôi rất đau,Khi đối tác đầu tư tiền bạc thì mình phải đầu tư công sức.,185.71
655,cách tốt nhất để chăm sóc làn da là tránh cho da tiếp xúc với ánh nắng mặt trời,bạn không biết lái đúng không?,100.0
656,tôi thích các bộ phim hành động và ly kỳ,"Nói khó là khó vậy, thôi nước ngoài quản lý được, thì mình cũng quản lý.",160.0
657,vui lòng cho thứ nào đó không ga,Tôi có thể có bản đồ đường đi của đảo Mau Y không?,162.5
658,nhung tìm về nhà một người bạn ở -N hòa cầu giấy rồi bị ngất tại đó,Đó là chưa kể các thủ đoạn chính trị xã hội khác.,100.0
659,nhóm sinh viên tại trường cùng họp mặt ăn Tết chung,Tối nay có đông không?,100.0
66,ti vi K+ một,Anh có thích tôi giữ trước quyển sách này cho anh không?,300.0
660,thế nhưng đối với vượng thì khác chỉ vài tiếng huýt sáo hắn đã thu phục được cả hai chú chó rồi vào nhà khua,Nú anh ta đâu khi anh ta dùng ngón tay ấn vào,96.0
661,-N bể nước tồn đọng đủ các chất bẩn đen ngòm dưới đáy nắp đậy đã bong tróc,Chức danh chính thức của quý vị là gì?,100.0
662,tuy vậy Shubert cũng cho rằng cần phải tính đến cả yếu tố cá nhân,"Anh muốn nó thế nào ý, tôi là anh muốn bỏ gì vào trong hamburger của anh?",113.33
663,chúng ta thật may mắn cửa hàng ala moana vẫn còn cỡ số bốn,Tôi nói được một chút tiến ý.,100.0
664,tôi muốn mua những trái cam này bạn vui lòng gửi chúng tới nhật nhé,Chồng tôi bị đau tim.,100.0
665,đừng thay đổi kiểu chỉ cắt một chút,"Cùng chuẩn và ngủ, hai đối tượng khác chuyên làm nhiệm vụ đưa người sang Trung Quốc là Nguyễn, Vũ Hải và Võ Cảnh. Dũng cung chú tại Bắc Giang cũng bị cảnh sát Bắc.",437.5
666,cái này có bao gồm giá bữa ăn sáng không,Ông Lữ Minh Châu,100.0
667,xin lỗi có thể cho tôi một thẻ điện thoại không,Tôi sẽ thử ban pudding.,100.0
668,tôi có vinh dự được khiêu vũ cùng cô không,Kết quả lao động của tôi đến đâu thì tác phẩm trả lời.,130.0
669,phế quản bị chít hẹp khiến trẻ thở khò khè thậm chí rít lên,Tôi bị xuyên.,92.86
67,hiện nay mỗi khi chào hàng các lò rang hạt dưa như tứ hưng duy ký thiên hương,Tảng đất thó hình lục lang mắt lặn.,100.0
670,xin lỗi tôi bị lạc đường anh có thể chỉ cho tôi đường đến khu phố người hoa không,Cái này không vừa anh có thể đổi nó lấy cái khác không?,84.21
671,ai đó bị thương,Tôi có vẽ một chút.,125.0
672,những dự án này đã bị hoãn vô thời hạn không những vậy hãng xe nhật cũng dừng phát triển động cơ hiện chỉ có hệ thống động cầu trước cạnh tranh với xe mũi dài,Bên chi bộ chưa có quyết định chính thức.,97.22
673,xin lỗi anh có thể vẽ bản đồ sơ lược cho tôi không,Hạn viện Mỹ vừa ủng hộ một đạo luật trong đó kiểm soát chặt chẽ hơn nữa hoạt động chơi bạc trực tuyến.,176.92
674,tôi muốn thuê một đôi giày trượt,Giấy phạt đây ăn bị phạt 25 ringgit.,114.29
675,không đáng đề cập đến,một số trường hợp góp vốn khác.,140.0
676,kỳ tích có thể để lại quyền lợi bởi một nhà độc tài dầu mỏ nhưng cũng có thể giúp thể chế hóa những phong trào chống mỹ diễn ra tại khu vực trung đông,Các phòng có kết sắc không?,97.14
677,những bộ não chỉ giảm hoạt động về đêm sẽ suy nghĩ hiệu quả triển vọng và dẫn đầu cả đội,Cái nào tiện lưỡi nhất để đi đến nơi này bằng xe bít hay xe điện?,100.0
678,tắt điều hòa phòng ăn,Thời gian từ đầu đến cuối là bao lâu?,180.0
679,anh có thể giảm giá không,Để điểm chực tuyết đâu.,100.0
68,vì không biết nhìn xa trông rộng và vì niềm tin sắt đá rằng rồi mọi việc sẽ êm xuôi,Điều tắt do ngập nước,100.0
680,xin lỗi tôi phải đi vệ sinh,"Thành ra càng cổ phần hóa. Ô, ạch càng bán giá nội bộ ạch chiều phi có sẵn 1 cơ chế kiểm soát.",328.57
681,những khi mùa khô kéo dài mỗi nhà vẫn phải dùng nước nhiễm phèn sau khi được lắng lọc bằng những biện pháp khác nhau khi thì dùng quần áo cũ lúc là phèn vẫn được dùng khử đục cát sỏi miễn là có nước để dùng,Địa điểm cắt bức tranh ở màu nét ở đâu?,100.0
682,tôi có thể ở lại ba đêm không,Chỉ có thể mua vé qua điện thoại.,75.0
683,cô có thể lệ lau chiếc bàn này được không,Cho tôi mẫu thử được không?,90.0
684,không cô ta ít khi ghé thư viện,Vui lòng cho tôi cái gì chỉ phòng tốt.,112.5
685,hiện tượng này sẽ bắt đầu tại nam á rồi dần được thấy tại hầu hết các nước trong đó có việt nam,Tôi không thể ăn nó cái này quá dài.,100.0
686,ba mươi lăm mm phim màu âm bản ba mươi tấm ạ,"Tị phố Úc, tự tử về khổng hoảng kinh tế.",100.0
687,anh có thể giải thích tình huống này không,Năm qua họ đã cố gắng lèo lái một lúc hai hãng và để không bị khủng hoảng như các hãng khác của Mỹ.,255.56
688,trưởng phòng hành chính tổ chức nhà trường,"Tôi muốn nước căm, chứng chộn 1 bánh sốt, và 1 tách cà phê.",175.0
689,một quả lựu đạn được tung ra đúng lúc,Tôi đặt một phòng 2 dương.,100.0
69,nhờ có chúa,Các nhà khoa học đang tiến thêm một bước.,300.0
