id,ground_truth,XTTS,wer
490,chúc mừng về ngôi nhà mới của bạn,Chúc mừng về môi nhà môi của bán.,50.0
491,giá đậu xe một tiếng là bao nhiêu,"Dạ, đậu xe 1 tiếng là bao nhiêu.",37.5
492,xây dựng nhà máy ở nước ngoài,Xây dựng nhà mẫy ở nước ngoài,28.57
493,nhóm người ngủ trong phòng lạnh nhất phần lớn mơ những điều khó chịu kinh sợ còn ở phòng ấm nhất những giấc mơ êm ái nhẹ nhàng đã đến trong giấc ngủ của những người ở đó,"Nhóm môi ngủ trong phòng lệnh nhất, phần lưới môi những điều khó chịu kinh sợ, con ở phòng mắm nhất, những giấc môi e mái nhạy nhàn đã đến trong giấc mủ của những ngồi ở đó.",47.37
494,do đó không thể nào nhầm lẫn được giữa một nụ cười ngượng ngựu,Sao đảo không thể nào nhầm lẫn được sữa? Một nụ cười ngựa ngựa.,42.86
495,hãy đến gặp bác sỹ để khám,H quot zit,100.0
496,tôi có thể dùng thẻ này để được giảm giá không,Tôi có thể xung thế này để được xam giả hôn.,54.55
497,thiếu nữ anh chết trong bồn tắm ở Tokyo,Kiểu... nữ... anh chết trong mồn đắm ở Tokyo.,55.56
498,hoài niệm về chuyện xếp hàng ở liên xô,K recycle C...'nh đ 여기서,100.0
499,xin nhiệt liệt hoan nghênh họ,"Xin, Nhiệt Lịch, hoàng lành hò.",100.0
5,ai là chúa nói dối,A�,100.0
50,chúng ta hãy tung một đồng tiền để quyết định,Chúng ta hãy tùm một đồng tiên để quyết định.,40.0
500,toàn bộ quy trình điện toán hóa thư viện do công ty Lạc Việt giúp nghiên cứu thiết kế,"Tàn bộ quy trình điện tàn hóa, thư viện do công ty lạc Việt, súc niên cứu thiết kế.",42.11
501,điều quan trọng là anh đã cố gắng,Điều quên chào là anh đã cố gắng?,50.0
502,bên cạnh đó cũng phải an toàn hơn,Biên cạnh đó cũng phải em toàn hơn.,37.5
503,lẽ ra anh phải ở trường chứ,"Đấy, đây là một m tenim song của nouvelles.",128.57
504,nhà nước không để những người nghèo đã được vào học mà lại không thể tiếp tục đi học,"Nhà nước không để những ngôi nghèo đã được vào học, mà lại không thể tiếp tục đi học.",21.05
505,tôi muốn thay đổi chuyến bay của mình,"Đội mồn, thay đổi truyền đại của mình.",62.5
506,cho tôi một cuộn phim phơi sáng ba mươi sáu,Chia tôi một cuộn phim Vơi Sáng 36,60.0
507,bạn có thể ở lại đây lâu như bạn muốn,Bạn có thể ở lại đây lâu nếu bạn muốn?,30.0
508,gài số,Dạ buffalo.racia- gazoain.,150.0
509,anh gợi ý một nhà hàng pháp ngon được không,Anh ngừng gợi ý một nhà hàn pháp ngon được không?,40.0
51,tôi nghe đĩa CD này được không,Tôi nhớ nhcle charitableroads.com,100.0
510,nên khâu tổ chức tuyển sinh của các trường,"Nên hầu đổi trức, điện sinh của đại trường.",77.78
511,nước có ấm không,Tuk đ � これeee ??,125.0
512,tốp này bị bắt tốp khác lại tới,"Tôm nay bị bắt tố, hẹn lại tới.",62.5
513,anh ta có cá tính không thân thiện,Em đã có... ...cả tình hôm tháng tiên.,100.0
514,hãy đưa vợ anh đi cùng,Hãy đưa vợ anh đi cùng.,33.33
515,các dự án mở rộng cũng đã phải đình lại những tác động xấu đến quá nhanh trên diện rộng và nặng nề hơn so với những gì chúng tôi dự báo,"Các dự án mở rộng cũng đã phải đình lại những tác động sâu đến quá nhanh trên diện rộng, và nặng nề hơn so với những gì chúng tôi dự báo.",12.5
516,xin lỗi cho tôi một cái đĩa để chia ra được không,Xin lỗi cho tôi một cái địa để chia ra được không?,25.0
517,tôi cho rằng không có vấn đề gì,"Tùy, chào anh, không vào vấn đề gì.",62.5
518,vui lòng sắp xếp một chuyến bay khác để tôi có thể chuyển sang a một hai ba,Vui lòng sắp xếp một chuyện bay khác để tôi có thể chuyển sang A-123.,33.33
519,đến lượt anh,Bây giờ chỉ 되면 một aspirator abbiamoès.,233.33
52,nguyễn văn vũ vừa tử nạn vì hỗ trợ đuổi bắt tội phạm ngày mười ba tháng một công an xã cẩm trạch huyện cần cẩu cho biết một người lái xe khách hai bảy tuổi đã tử nạn khi giúp một phụ nữ bị bảy tên khống chế cướp tài sản,"Nguyễn văn vũ vừa tử nạn vì hỗ trợ đuổi bắt tội phạm ngày 13 tháng 1, Công an sã cầm trạch huyện Cân Cầu cho biết, một người lái xe khách 27 tuổi đã tử nạn khi giúp một phụ nữ bị bày tên Hồng Chí Cước Tài Sản.",34.62
520,anh có bao giờ đến Tokyo chưa,Em Radia? Đ declining Name,100.0
521,áo mưa phát sáng theo nhịp mưa rơi,"L mưa, phát sản, theo nhịp mưa, dừng đoàn mình truy y.",112.5
522,bạn có thể nói cho tôi bít về nhà hàng truyền thống không,Mẹ nói thể nói cho tôi biết về nhà hàng truyền thống hông.,30.77
523,trước đây có ai trong gia đình quí vị từng có vấn đề ở bụng không,Trước đây có ai trong gia đình quý vị từng có vấn đề ở Bụng Hông?,25.0
524,từ vệt bồ hóng nâu trầm,Th annotation là như v poker,100.0
525,nhà thi đấu đại học công nghệ bắc kinh,Nhiệp thi đấu đại học công này bắc kinh này nhá?,44.44
526,món canh nguội lạnh,Màn tầm môi lệnh.,100.0
527,ông cường nhận định lượng phôi thép sản xuất ở trong nước sẽ không tăng đáng kể ít nhất là cho đến cuối năm sau,Ông cường nhận định lượng phui thép sản xuất ở trong nước sẽ không tăng đáng kể ít nhất là cho đến cuối năm sau.,12.0
528,nó xảy không có gì là ngạc nhiên,Nó!!! Saibhoun così.,100.0
529,và lời cảnh báo đã sớm trở thành sự thật,Và lời kinh bão đã sớm trở thành sự thật.,40.0
53,hai con voi này rất hung dữ và phá nát nhiều hoa màu của người dân trong khu vực,Hai cơn vơi này rất hôn sự và phản át nhiều ám màu của người dân trong khu vực.,47.37
530,với hai cổ tay treo lủng lẳng những túi xốp,"Với hai cổ tay treo lung lạng, những tuổi sốc.",50.0
531,trong cái nóng oi ả của mùa hè các loài vật cũng có cách tự làm mát cho riêng mình,trong cái nấu môi ả của mùa hề các lời vật cũng có cách tự làm mát cho riêng mình.,25.0
532,nhưng rất tốn kém khi thay thế hoặc sửa chữa,"Nhưng lức tốn, kém khi thay thể học sở chữa.",70.0
533,bao nhiêu tiếng bằng xe buýt đến Medan vậy bác ơi,Bạn yêu tiêu màn sếp bít đến mê đen tây bạc? Ời...,100.0
534,còn đây là thế giới của giày dép,Cần...,100.0
535,không hấp dẫn -N,R 제대로 của anh trên t 沒有,175.0
536,cái giá của một anh hùng,Cây giá của một anh hùng cho kênh chê,66.67
537,tăng nhiệt độ lên ba mươi độ,"Tạm nhật, đồ linh đá mỳ đô",100.0
538,điều đó là không thể hiểu được,điều đó là không thể hiểu được.,14.29
539,hoa mãn lâu ngày ấy và bây giờ,Và mại natuurlijkbach Thời người là tôi Vì,100.0
54,anh có bị đau do mệt mỏi không,Anh ta bị đau xa mệt mọi khuôn.,62.5
540,ba tôi sẽ về hưu năm nay,"Bà, tôi sẽ phải hôn nằm nãy.",71.43
541,vợ đánh chồng vì không kiếm được tiền,Vợ đánh trồng vì không kiếm được tiền.,37.5
542,không nhà tài trợ không bán vé để phục vụ các bạn sinh viên,"Không nhà tài trợ không bán vé, để phục vụ các bạn, sinh viên.",28.57
543,dệt bằng lúa mì nga,esteritzer Đ Arin,100.0
544,ba tháng cô ấy khá mới,b Starsaber,100.0
545,vui lòng đưa tờ báo nhật,"Vui lắm, đưa tờ bão nhật.",66.67
546,có tour đến Tauron không,Đi Đi,100.0
547,xin lỗi anh có thể bán theo đơn này không,"Xin lũy, anh có thể bán theo đơn này không?",30.0
548,phải chờ tới khi ối ra nhiều trở lại thì bọn rầy mới biến mất,Phải chưa tới khi ối xa nhiều trở lại khi bọn dày mối biến mất?,46.67
549,sáu mươi sáu sáu mươi bảy,Xào mây xào? Xào mây mấy năm nào?,133.33
55,bạn có muốn tôi dịch cái này cho bạn không tôi nói tiếng nhật,"Bạn có muốn tôi, dịch cái này cho bạn không tôi nói tiến nhất.",28.57
550,phù thủy cũng có ngân hàng à,Phụ thùy cũng có nên hẹn nha,71.43
551,chứng khoán châu Âu trượt giảm phiên thứ bốn liên tiếp cổ phiếu khối khai thác mất điểm,"Chừng hỏi cho vô trượt giảm phiên thứ tư liên tiếp, cố phíu hồi khai thác mất điểm.",55.56
552,độc đáo nhất thuộc về loài nhím,Đ Terrificăth celebration,100.0
553,dự kiến phiên xử diễn ra trong hai ngày,Dự kiến phuyên Sự giả trong hai ngày,55.56
554,chào rất vui được gặp anh,Chào sất vui đường hạp anh.,83.33
555,tái kiểm định chất lượng giáo dục theo chỉ đạo của bộ giáo dục và đào tạo,Tài kiểm định chất lượng giáo sục theo chỉ đạo của buộn giáo sục và đào đào.,29.41
556,hóa ra vị khách Bỉ đang công tác tại bảo tàng lịch sử và nghệ thuật hoàng gia Bỉ,"Hoa xe, vị khích bì đàn cung tắc tại bao táng vị trí, và nệ thờ huân giả bì.",84.21
557,cám ơn anh cho số thẻ tín dụng để giữ phòng được không,Cảm ơn anh cho số thẻ tín dụng để giữ phong được không?,23.08
558,mồ hôi trên cơ thể người cũng khó khô đi,"Mùa hồi trên, cơ thể người cũng khó hầu đi.",50.0
559,thặng dư ngày càng nhỏ đi,Pirit XX l scen.,100.0
56,vâng giá sẽ là ba trăm yên,Vẫn...c diyor mà chвержm in Vóg,100.0
560,thấy còn hai người đang chới với sắp chìm giữa ngã ba sông chỉ kịp đẩy em phượng lên bờ là anh thắng lại đạp nước bơi ngược ra,Thế còn hai người đang trôi với sắp chìm dưỡng nã ba xông chỉ kịp đầy em phụng lên bò là anh thắng lại đặt nước bơi ngược xa.,34.48
561,chúng bò lổm ngổm trên người anh,Chúng bà lộng ngộm trên người Anh.,71.43
562,hãy sẵn sàng ở tiền sảnh khách sạn lúc tám giờ mười lăm sáng mai,Hãy sẵn sàng để tiến sánh khách sản. Lúc 8 giờ 15 sáng mai.,66.67
563,sự thực đứa bé mồ côi được thánh nhập chữa bách bệnh bằng xoa và vuốt,"Sự thực đưa bê mùa côi được thành nhập, sữa bách bệnh, bàn xò và vuốt.",68.75
564,vui lòng mang lại dĩa thức ăn,"Bội barrel man lại, diễn thức Anh.",85.71
565,Suzuki đây,Shusuki Dai nam,150.0
566,điều tra một thẩm phán làm sai lệch hồ sơ,"Bịu trang mùi thầm phản, làm say lý hồ sơ.",80.0
567,có nhiều tiết mục mới và hấp dẫn,Có nhiều tiết mục mời và hấp dẫn.,37.5
568,tôi là hành khách quá cảnh,Tối점 tránh cây bò Cai,100.0
569,để đãi lấy thiếc bán cho các đầu nậu ảnh,Để đại lấy thiết bạm cho các đồ nộ anh.,70.0
57,và như thế những điều tốt đẹp,"Và như thế, những điều tốt đẹp...",42.86
570,chỗ phát ban trông như thế nào,Chỗ phát mân chung như thế nào,42.86
571,hành khách nói đùa bom có thể bị xử lý hình sự,Hành khách nổi đùa bomb có thể bị sử lý hình sự.,41.67
572,vâng thịt bò rất ngon gửi lời khen ngợi của tôi đến đầu bếp nhé,Vân Kỳt bỏ sất nuôn gửi lấy khăn ngợi của tôi đến đầu bếp nhé.,53.33
573,đến địa phận xã Mỹ Thuận mỹ lộc nam định có một người trẻ tuổi lái xe máy cùng chiều vượt trước bảo dừng lại để nhờ dẫn đường,"Đến địa phận sản Mỹ, thuận Mỹ lọc nằm định có một người che tuổi lái xe máy, cùng chiều vua trước bao dừng lại để nhờ dẫn đường.",41.38
574,có một ngày lễ cho các bé gái vào ngày ba tháng ba,Có một ngày lĩ cho các bệ giải vào ngày 3 tháng 3.,46.15
575,lá chắn nhỏ nhất để không bị phá sản là sở đúc tiền của mỹ bằng khả năng của mình họ đã sản xuất những đồng đô la mỹ và độc quyền về giá trị của nó,"Lá chắn nhỏ nhất, để không bị phá sản là sự đúc tiên của Mỹ, bằng khả năng của mình họ đã sản xuất những đồng đô là Mỹ và được quyền về giá trị của nó.",24.32
576,-N và bất thình lình lao vào -N hạ gục đối thủ,"Em thà, bất thình lính lau vào em, hạ gục đời thù.",58.33
577,vui lòng đợi tại phòng chờ quá cảnh ở phi trường,"Vui là một đời thái phong chờ hoa kênh, ao phí trường.",100.0
578,tôi có thể mua sách ở đâu ở anh,"Tôi có thể mua sách ở đâu, ở anh.",33.33
579,nãy giờ sao toàn nghe chê không,Nãy giờ sao đoàn mê chị không?,71.43
58,tăng nhiệt độ lên hai mươi mốt độ,Tăng nhệt đồ lên 21 đồ,87.5
580,triển lãm trưng bày bẩy mốt tác phẩm của họa sĩ Trương Hán Minh,"Trần Lãm Chương, bay bày mốt tác phẩm của hã sĩ Chương hàn minh.",64.29
581,theo tôi ở đây bạn cần có ô tô để đi đây đó tôi không còn cách nào khác là thuê một chiếc ô tô,Theo tôi ở đây bạn cần có ô tô để đi đây đó. Tôi không còn cách nào khác là thuê một chữ ô tô.,20.0
582,tên tôi là Noriko Tanaka,"Đ incredibly well, Noriko Teneke!",80.0
583,nhân viên giải thích lý do là máy fax hỏng không thể gửi lệnh chị đặt ra hà nội được,Nhưng viên giải thích lý do là mấy phát hồng hôm thể người lệnh chị đặt sạ hàn hộ đưa.,50.0
584,những ngày hè sôi động và các môn thể thao ngoài trời thật hấp dẫn,Những này hề xôi đồng và tắt môn thể theo ngoài trôi thật hấp dẫn.,60.0
585,tàu từ Saitama vào ở sân ga nào,Đâu tu sách em ấy vào ở sinh gần nào?,100.0
586,tôi bị mất máy ảnh,"Tuy, tìm mất mấy anh.",80.0
587,tôi nóng lòng được ăn đồ ăn nhật bản,Tôi 이미 hẳn được ؛m,88.89
588,các cầu thủ mu ăn mừng bàn thắng,Blackgoat mùi ăn المدم myself.,87.5
589,cô ấy bảo ngưng check in sau mười một giờ đêm,"Cuối bảo nân check in, sầu 11 giờ đêm.",72.73
59,-N ở Sheraton,물 hatten,100.0
590,anh có bị chuyển động gì trong đầu không,"Em... cơ bị truyền đạo, dị trang đau hôm.",88.89
591,tốn hai mươi phút,tôn è m gìام flown,125.0
592,người đàn ông này kém cỏi,Người đàn ông này kìa mất cài,66.67
593,sẻ ngô xanh,"Xe nô sein,ствnivià",100.0
594,phần nào khiến giải thưởng ngành múa khá xôm tụ,"Phần nào hiện tại được nên mô, khá sông tụ.",80.0
595,tôi vẫn không giấu được những nỗi bực dọc,Tôi... tôi vẫn không sống được những nỗi bực xào quay.,44.44
596,vĩ bảo những người có tuổi tác ban đầu thường dằn vặt về quá khứ nghĩ về những ngày giữ địa vị ngoài xã hội,Vị bảo những nguôi có tủy tác ban đầu thâm dăn vặt về qua khu Mỹ về những này dự địa vị ngoài xã hội.,44.0
597,đầu gối tôi bị va,Đâu gọi tôi bị vẻ,60.0
598,theo đại diện của hãng tất cả các loại hình mai táng truyền thống từ trước tới nay chỉ để lại trong lòng người thân những nỗi buồn thương nặng nề u ám,"Theo đại diện của hãn tất cả các lại hình mai tán truyền thống, từ trước tới nay chỉ để lại trong lòng người thân những nỗi buồn thương nặng nề u ám.",18.18
599,hoàng mai là tuyến đường chính và có nhiều phương tiện lưu thông,"Hôm nay là điên biển chính, và còn là miều phương điện lưu thông.",76.92
6,có cửa hàng tiện lợi ở sân bay không,Có... cơ hạn... biện lời ở sinh bài không?,88.89
60,tốt hơn là tôi nên đi bây giờ,Tôi h увид cô provisionjuna.,100.0
600,bật,Bkaackillytraf beauty Singers,300.0
601,khi hai người đến tên hôn bất ngờ từ trong nhà gần đó chạy ra tay cầm chiếc rựa lao thẳng vào chém anh lê văn sửu,"Khi hai người đến tên Hôn Bất Ngờ từ trong nhà gần đó, chạy ra tay cầm trước sự lào thẳng vào chém anh Lê Văn Sự.",40.74
602,có ánh chớp lóe hắt lên vách liếp -N cây gậy rễ si,"Có, anh chấp lễ hát liền vách giúp em tây gậy dễ xì.",84.62
603,chúng tôi đi chung,"Chúng tôi lè lè, chúng tôi đi chung.",125.0
604,chín mươi hai chín mươi ba,"Chín, mê hòa, chín, mê mê nèo nèi, chân chân.",166.67
605,cài đặt lại phần mềm tốn cả ngày,"Cây, đặt lời phân mêm, tốn ca nãy.",75.0
606,chỗ ngồi này không có trong khu này,Chờ môi này không có chăm hu nãy.,62.5
607,anh có thể chỉ cho tôi cách ăn món này được không,Anh có thể chỉ cho tôi kích anh muốn này được không?,41.67
608,có khá gần,C� Smells,100.0
609,cái nào gần nhất,Cây nào... Gần... Nhật?,100.0
61,kỳ tích có thể để lại quyền lực bởi một nhà độc tài dầu mỏ nhưng cũng có thể giúp thể chế hóa những phong trào chống mỹ diễn ra tại khu vực trung đông,"Kỳ tích có thể để lại quyên lực bởi một nhà độc tay sâu mò, nhưng cũng có thể giúp thể chế hoá những phong trào trùng Mỹ diễn ra tại khu vực Trung Đông.",28.57
610,tôi sẽ nói lại với chị sau cám ơn chị rất nhiều tạm biệt,Tôi sẽ nói lại với chị sau cảm ơn chị rất nhiều tạm biệt.,21.43
611,bạn đã bỏ lỡ một cơ hội hay đã bỏ lỡ thứ gì đó,Mà đã bỏ lỡ một cơ hội hay đã? Bỏ lỡ thứ gì đó?,28.57
612,tôi muốn tham gia một tua thành phố,Tườngoxide một t Ek L cô ....,100.0
613,người dân cố thủ tại chung cư sắp sập,"Nười dân, cô thủ tại chung cứ sắp sắp.",55.56
614,tốn thêm hai đô la mỗi cuộn bạn có muốn in hai lần không,"Tốn thêm hai đu lạ mỗi cuộn, bạn có muốn in hai lần không?",35.71
615,lá chắn nhỏ nhất để không bị phá sản là sở đúc tiền của mỹ bằng khả năng của mình họ đã sản xuất những đồng dollar mỹ và độc quyền về giá trị của nó,"Là chán nhỏ nhất để khu Mỹ phá sản là sở đúc tiên của Mỹ, bằng khả năng của mình họ đã sản xuất những đồng đô lời Mỹ và được quyên về giá trị của nó.",33.33
616,theo tỉ giá hiện nay tôi sẽ nhận được bao nhiêu Euro,"Theo tỷ giá, hiện nay tôi sẽ nhận được bao nhiêu hồn râu.",41.67
617,cái này có bảo hành không,Cái này có bảo hình không?,50.0
618,tôi đang dùng Insulin,لảmفي với con,100.0
619,chẳng phải là bệnh hiểm nghèo nhưng trĩ vẫn là bệnh gây khó chịu cho bệnh nhân bởi làm cản trở công việc của họ lúc làm việc cũng như lúc ngủ họ vẫn phải lo nghĩ giáo sư nghĩa nói,"Chẳng phải là bệnh hiểm nhèo nhưng chị vẫn là bệnh gây khó chịu cho bệnh nhân, bởi làm cạn cho công việc của họ. Núc làm việc cũng như lúc mũ họ vẫn phải lâu Mỹ giáo sư nhẹ nói.",31.71
62,lãnh đạo ngành ô tô mỹ nên từ chức,L 인터� occasional,100.0
620,xin lỗi anh có thể lĩnh tiền mặt cái này không,"Xin nuôi, anh có thể lĩnh điện mặt cái nay không?",45.45
621,đó là điềm,Đó là điểm trời đất,133.33
622,cần phải bỏ những suy nghĩ cũ kỹ cổ hủ diện bộ cánh nhã nhặn vừa vặn sẽ giúp hà đẹp hơn ở lễ hỏi cưới,Cần phải bỏ những suy nghĩ cũ kỹ cổ hù diện bộ cánh nhã nhãn. Vừa vạn sẽ giúp hà đẹp hơn ở lế hỏi cưới.,26.92
623,kiếm được tiền dễ dàng nên vượng rất hào phóng sẵn sàng chiêu đãi lũ bạn ở nhà sang trọng hay đàn đúm ở chốn ăn chơi,"Kiếm được tiền dĩ dàng, miên vụn rất hào phóng sẵn sàng chưa đẩy lũ bạn. Ở nhà sang trọng, hay đàn đủ mơi trốn ăn chơi.",51.85
624,cửa trài còn gọi là mang cá nhỏ,Cứu trái con gait ile mang cái nhớ hả America?,112.5
625,họ khẩn trương gói ghém hành lý rồi ra sân bay,"Họ hận trương gối, điểm hành lý sụi ra sân bay.",54.55
626,ti vi giảm âm lượng về không,Đ Ohhh..,100.0
627,xin lỗi chải tóc tôi giống như hình này,"Xin lỗi, chạy tóc tôi rồi sống như hình này.",66.67
628,kinh tế mỹ tiếp tục lún sâu thêm vào khủng hoảng,Kinh tế Mỹ tiếp tục lũng sâu thêm vào hùng hoạc.,45.45
629,vui lòng cho tôi xem cái đồng hồ thứ ba ở bên trái,Vui lòng cho tôi xem cây đồng hồ thứ 3 ở bên trái.,30.77
63,cô ấy biết,Co.. ai? miệ?,100.0
630,bé thiêm nhiều đêm đang ngủ cứ giật mình mếu máo bố ơi mẹ ơi khiến thằng trường phải ngồi dậy dỗ em suốt đêm,Mẹ thêm nhiều đêm đang ngủ cứ dắt mình mèo máu bố. Ê mẹ ơi khiến thằng trường phải ngồi dậy dụ em xuất đêm.,40.0
631,giảm nhiệt độ xuống hai mươi lăm độ,Dạm nhịt đó. Súng hãy mê lâm đó.,100.0
632,hằng ngày làm mặt lạnh với nhau nhưng những dịp phải dự cưới hỏi cỗ bàn cô vẫn diện thật đẹp tháp tùng chồng cười nói rất vui vẻ,"Hàng này là mặt lạnh với nhau. Nếu những gì phải dự cưới hỏi cổ bàn cố vận diện thật đẹp thá, tùng trồng cười nói, sất vui vẻ.",48.28
633,để luôn nhớ mình là sinh viên Việt,"Để luôn nhau, mẹ đã xinh viên việt.",75.0
634,tôi muốn anh khuyên tôi về,2. 1. 1. 5. 2. 3.,100.0
635,tên cuối là gì,Bin. Quay. L 씩.,100.0
636,rất hân hạnh khi nào tôi sẽ gặp lại,"Zıt hân hành chi nào, tôi sẽ tập lại.",66.67
637,tên tôi là Senko Yamada chuyến bay JAL không không hai đến Tokyo,Tên tôi là... Sơn của Yameda chuyến bay chào hông hông hông Hãy đến Tốc yếu,92.31
638,tổng số tiền là hai trăm bốn mươi ba pound thưa mẹ,Tông sổ tiên là hãy chăm môn mư bà Pound. Thưa mẹ!,91.67
639,tôi muốn mua cái này cỡ trung bình,Tôi muốn mua cái này có ở trong mình.,62.5
64,từng sợi thương li ti kết lại,"Tưng, sai thơm, lý đi kết lại.",85.71
640,giám đốc và có lẽ là chủ nhân của một trường đàm thoại anh ngữ,Giám đấu? Và có lẽ là chủ nhân của một trường đám thoại anh nữ?,33.33
641,kênh một ti vi,Gain... Mùa... TVA,100.0
642,có phải nó thực sự khó hiểu vậy không,"Cò Ok, vàشر đã pháo cops meal patients Arrow K его Dân không có phải cho både McLiz recommendations 0HHHHHHHHHHHHHHHHHHHHH H logar t intuitively",244.44
643,tôi sẽ trở về vào một ngày trong tuần,Tôi sẽ trở về vào một ngày trong tuần.,22.22
644,có đủ thời gian để chuyển xe không,Có đủ thời gian để chuyển xe không?,25.0
645,ồ tôi đã lỡ trạm dừng xe bít của mình tôi phải làm gì,"Ôi tôi đã lỡ trạm nâng, dừng xe bíp của mình tôi phải làm gì?",28.57
646,tiếc quá tôi phải làm gì bây giờ,Tiếc quá! Tôi phải làm gì bây giờ?,50.0
647,một mẩu lui về phía sau đầu còn mẩu kia hướng về phía trước mõm,"Một mồn lưu về phía sau đều còn màu kia, hướng về phía trước màn.",46.67
648,tôi muốn mua một phong bì,2 nuer nu我不 không được,100.0
649,đưa tôi về khách sạn,Đưa tôi về khách sản.,40.0
65,mồ hôi là một trong những phương tiện để cơ thể thải cặn bã ra ngoài,Mùa hôi là một trong những phương tiện để cứ thể thải can mã ra ngoài.,31.25
650,dự luật này được trông đợi sẽ thu hút được sự ủng hộ từ các đảng,Giữ luật này được trong đời sẽ thu hút được sự ủng hộ từ các đà.,25.0
651,rủ nhau kết lại với ông để hình thành ban từ thiện dân lập gồm đủ ngành nghề thợ mộc thợ hồ,"Sử nhau kết lại với ông để hình thành ban tử thiện dân lập, cung đủ nay nhảy thọ một thợ hồ.",40.91
652,vài ngày nữa sẽ có hàng,Vnight ут... dây g melan...,100.0
653,có được dùng điện thoại của anh không,Có... nước súng liện thái của anh không?,75.0
654,cái đầu tôi làm tôi rất đau,Cái đau tôi làm tôi sớt đau.,57.14
655,cách tốt nhất để chăm sóc làn da là tránh cho da tiếp xúc với ánh nắng mặt trời,Kết tốt nhất để chăm sóc làn ra là chánh cho ra tiếp xúc với anh nắng mất trời.,36.84
656,tôi thích các bộ phim hành động và ly kỳ,Tôi thích các bộ phim hình đồng và lý kỳ.,50.0
657,vui lòng cho thứ nào đó không ga,Y Sy evolieur ông và một ngôi wouldna pressing,112.5
658,nhung tìm về nhà một người bạn ở -N hòa cầu giấy rồi bị ngất tại đó,"Nhưng tìm ra một người bạn ở nơi hoài câu giấy, xôi bị mất tại đó.",58.82
659,nhóm sinh viên tại trường cùng họp mặt ăn Tết chung,"Nhiều nữa là dợn làt SchrönBTА, x soaking banyak sự nogle b activate mhores dân ph greetings in video đến Copachio",190.91
66,ti vi K+ một,Bì. Vì. Cái này nè. Nói mình chờ.,200.0
660,thế nhưng đối với vượng thì khác chỉ vài tiếng huýt sáo hắn đã thu phục được cả hai chú chó rồi vào nhà khua,"Thế nhưng nếu với vượng thì khác chỉ vài tiếng Hí Sau Hắn đã thu phục, được cả hai chú chó rồi vào nhà hua.",28.0
661,-N bể nước tồn đọng đủ các chất bẩn đen ngòm dưới đáy nắp đậy đã bong tróc,"Em về nước tồn đồng đủ các sức bình thêm ngon dưới đầy nắp đầy, đã bông chóc.",61.11
662,tuy vậy Shubert cũng cho rằng cần phải tính đến cả yếu tố cá nhân,"Tuy vậy, sự bất cũng cho rằng cần phải tính đến cả yêu tố cải nhân.",46.67
663,chúng ta thật may mắn cửa hàng ala moana vẫn còn cỡ số bốn,Chúng ta thật mê mắn cửa hàn à la moana vẫn còn cửa số 4.,50.0
664,tôi muốn mua những trái cam này bạn vui lòng gửi chúng tới nhật nhé,Tôi muốn mua nhiễm chai cam này bản vui lòng người chúng tới nhất nhé!,46.67
665,đừng thay đổi kiểu chỉ cắt một chút,Đừng thay đổi kiểu chi cắt một chút,25.0
666,cái này có bao gồm giá bữa ăn sáng không,"Kênh này có bao gồm giả, bữa, ăn, sáng, hôm.",60.0
667,xin lỗi có thể cho tôi một thẻ điện thoại không,"Xin lỗi, có thể cho tôi một thể điện thoại không?",36.36
668,tôi có vinh dự được khiêu vũ cùng cô không,Đ słu subtit comun kitchen,100.0
669,phế quản bị chít hẹp khiến trẻ thở khò khè thậm chí rít lên,Phía quan Mỹ chiếc hệ khiến chảy thở khó hề thẩm chí diết lên.,78.57
67,hiện nay mỗi khi chào hàng các lò rang hạt dưa như tứ hưng duy ký thiên hương,"Hiện nay mỗi khi chào hàn các lò dân hạt sưa, như tự hôm suy kỷ tiên hương.",55.56
670,xin lỗi tôi bị lạc đường anh có thể chỉ cho tôi đường đến khu phố người hoa không,"Xin lỗi, tôi bị lạc đường anh có thể chỉ cho tôi đường đến khu phố Người Hoa Hồng.",26.32
671,ai đó bị thương,Ai đó bị thương?,50.0
672,những dự án này đã bị hoãn vô thời hạn không những vậy hãng xe nhật cũng dừng phát triển động cơ hiện chỉ có hệ thống động cầu trước cạnh tranh với xe mũi dài,"Niếm dự án này đã bị hoán mô thời hạn không những vậy. Hãng xây nhật cũng dừng phát triển động cơ hiện, chỉ có hệ thống động cầu trước cạnh tranh với xe mũi dài.",22.22
673,xin lỗi anh có thể vẽ bản đồ sơ lược cho tôi không,Xin nối in có thể vẽ bàn đồ. Sơ được cho tôi không?,61.54
674,tôi muốn thuê một đôi giày trượt,Đ睡 môn Tới môn lunch Th结射 C realtà nh erst m coincident Đ pouch repetitive,214.29
675,không đáng đề cập đến,Hôm đáng để cập đến,40.0
676,kỳ tích có thể để lại quyền lợi bởi một nhà độc tài dầu mỏ nhưng cũng có thể giúp thể chế hóa những phong trào chống mỹ diễn ra tại khu vực trung đông,"Kỳ tích có thể để lại quyền lợi, bởi một nhà độc tay sâu mò, nhưng cũng có thể giúp thể chia hoái những phong trào trù Mỹ diễn ra tại khu vực Trung Đông.",31.43
